pub_date	title	venue	excerpt	authors	url_slug	paper_url
2021-06-01	Edge Deletion Algorithms for Minimizing Spread in SIR Epidemic Models	SIAM Journal on Control and Optimization		"Yuhao Yi, Liren Shan, Philip E Paré, Karl H Johansson"	Edge Deletion Algorithms for Minimizing Spread in SIR Epidemic Models	https://epubs.siam.org/doi/10.1137/20M1377011
